电影排名,电影名称,导演,编剧,主演,类型,制片国家/地区,语言,上映日期,片长,又名,IMDB,摘要,评分,投票,5星,4星,3星,2星,1星
No.170,谍影重重3 The Bourne Ultimatum,保罗·格林格拉斯,托尼·吉尔罗伊、斯科特·Z·本恩斯、乔治·诺非、罗伯特·陆德伦,马特·达蒙、朱丽娅·斯蒂尔斯、大卫·斯特雷泽恩、斯科特·格伦、帕迪·康斯戴恩、埃德加·拉米雷兹、阿尔伯特·芬尼、琼·艾伦、Tom Gallop、克里·约翰逊、丹尼尔·布鲁赫、乔伊·安沙、科林·斯廷顿、丹·弗雷登堡、Lucy Liemann,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　失去了心爱的女人，波恩（马特•戴蒙 饰）面临更为艰难的日子，他努力回忆，却只能在睡梦中被脑海里一知半解的闪回所惊醒，依然无法记起自己的身份。
                                    
                                　　但是波恩注定不是平凡人，不等他冷静下来好好“寻找回”自己真正的身份，中情局派出的杀手又接踵而至。在接连的几次较量之后，杰森•伯恩终于被彻底激怒，决定反戈一击——他主动追击杀手，到过莫斯科、马德里。巴黎，也在伦敦和丹吉尔做过停留。
                                    
                                　　随着问题一个一个解决，杰森回到了纽约，在那里，他将会找到一切的答案，寻回自己的身份。
                        ",8.8,444330,52.5%,38.0%,8.8%,0.5%,0.1%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.172,背靠背，脸对脸,黄建新、杨亚洲,黄建新、孙毅安、刘醒龙,牛振华、雷恪生、李强、句号、王劲松、戈治均、佘南南、张嘉益、刘国祥、徐学政、林海海、温谦、马载军、吴玮玲、张艺、韩炳杰、杨亚洲,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　王双立（牛振华 饰）是某地文化馆的代馆长，这个馆长一代就是好几年，想升也升不上去，却也没有其他变动。不料一天，来了新的文化馆长老马（雷恪生 饰），这让王双立离正馆长的距离更远了。新馆长老马原是个副乡长，王双立认为他是个土包子，心里很是不以为然，利用自己对文化馆人际关系熟 悉的优势，想方设法给老马出难题。经过几轮较量，老马终于被挤走，王双立又成了代馆长，再次受领导重用，岂料，螳螂捕蝉黄雀在后，秘书小阎（李强 饰）成了新一任馆长。王双立不甘心，再次和小阎斗法，想将对方挤走，这次王双立还能如愿与偿吗？
                                    
                                　　电影《背靠背，脸对脸》获得第二届大学生电影节最佳故事片和最佳男主角奖、东京国际电影节最佳男主角奖、第15届金鸡奖最佳导演和最佳合作片奖、第14届香港电影金像奖十大华语片。
                        ",9.5,156984,75.9%,21.6%,2.2%,0.2%,0.1%
No.173,上帝之城 Cidade de Deus,费尔南多·梅里尔斯、卡迪亚·兰德,保罗·林斯、布罗里欧·曼托伐尼,亚历桑德雷·罗德里格斯、莱安德鲁·菲尔米诺、菲利佩·哈根森、道格拉斯·席尔瓦、乔纳森·哈根森、马修斯·纳克加勒、塞乌·乔奇、艾莉丝·布拉加,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                            
                            
                        ",9.0,318044,58.3%,34.1%,6.9%,0.5%,0.2%
No.174,绿里奇迹 The Green Mile,弗兰克·德拉邦特,弗兰克·德拉邦特,汤姆·汉克斯、大卫·摩斯、迈克·克拉克·邓肯、邦妮·亨特、詹姆斯·克伦威尔、迈克尔·杰特、格雷厄姆·格林、道格·休切逊、山姆·洛克威尔、巴里·佩珀、杰弗里·德曼、派翠西娅·克拉克森、哈利·戴恩·斯坦通、戴布思·格里尔、伊芙·布伦特,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　狱监保罗（汤姆•汉克斯 Tom Hanks 饰）这天迎来了一位不平凡的杀人犯――约翰•考夫利（迈克•克拉克•邓肯 Michael Clarke Duncan 饰）。约翰因杀了两名幼女被判死刑来到了这座著名的冷山监狱，监狱里有一片称为“绿里”的绿地，绿地那头就是刑场。
                                    
                                　　约翰不仅不像想象中的凶残，相反，他出奇的温厚、机智。约翰的到来给狱中的各人带来了天翻地覆的变化：为老囚犯特里沃的小老鼠注入了生命的强度，给特里沃最后的人生带来最后的慰籍；神奇的拯救了被病痛折磨的保罗和马琳达；将金保斯从死神手中拉了回来……保罗这些天也从约翰身上看到了人生的真谛。
                                    
                                　　约翰行刑的那天终于到了。
                        ",8.9,361398,56.6%,34.1%,8.3%,0.7%,0.3%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.201,东邪西毒 東邪西毒,王家卫,王家卫、金庸,张国荣、林青霞、梁朝伟、张学友、张曼玉、刘嘉玲、梁家辉、杨采妮、邹兆龙,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　在恋人（张曼玉）负气嫁给兄长的当晚，欧阳锋（张国荣）黯然离开白陀山，走进沙漠某个小镇，成为一名杀手中介人。他的朋友、风流剑客黄药师（梁家辉）每年都来小镇与他畅饮，酒话里有关白陀山的消息令他忘却往事的念想渐次演变成自欺行为。
                                    
                                　　黄药师只是表面风流。他迷恋好友“盲武士”（梁朝伟）的妻子桃花（刘嘉玲），后者在丈夫死后，永远地离开了他；而对迷恋他的女人慕容嫣（林青霞），他又不愿兑现曾经随口说出的承诺，这使得慕容嫣迷失于自己的身份中。与欧阳锋构成短暂“买凶杀人”关系的洪七（张学友）、村姑（杨采妮）等人，也都有一段只有他们自己才知、不愿回首的痛苦过往。
                        ",8.6,606151,48.0%,38.3%,11.9%,1.3%,0.5%
No.202,你看起来好像很好吃 おまえうまそうだな,藤森雅也,村上修、神野博明、宫西达也,山口胜平、爱河里花子、加藤清史郎、原田知世、川岛得爱、折笠富美子、桐本拓哉、别所哲也、矢田稔、川村万梨阿、高乃丽、小室正幸、江川央生、志村知幸、胜沼纪义、井田国男、宫西达也、宫西美奈子,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　哈特（山口胜平 饰）是一只被草食性恐龙养大的霸王龙。其实，早在它破壳而出时，草食性恐龙的首领就曾命令哈特的母亲（原田知世 饰）抛弃它，但母亲却最终还是偷偷把它养大。随着年龄的增长，每天只吃野果的哈特每天饥饿难耐，最终还是抵不住本能的驱使，开始了自己食肉的残暴生涯。然而，由于母亲的影响，在哈特的内心深处，始终涌动着一颗善良的心灵。一天，偶尔遇到一只破壳而出的食草恐龙宝宝，哈特阴差阳错的被恐龙宝宝误认为是“爸爸”，而且为小恐龙取名为“很美味”，自此开始了又一段奇异的恐龙父子情。然而，伴随着生存环境的恶化，恐龙们的生存遭受着前所未有的破坏，哈特和它的亲人最终能否经得起考验……
                                    
                                　　本篇由日本知名漫画家宫西达也的同名漫画改编，本书曾获剑渊绘本乡绘本奖大奖。
                        ",8.9,353794,55.1%,35.2%,8.9%,0.6%,0.2%
No.203,源代码 Source Code,邓肯·琼斯,本·雷普利,杰克·吉伦哈尔、维拉·法米加、米歇尔·莫纳汉、杰弗里·怀特、拉塞尔·皮特斯、詹姆斯·A·伍兹、迈克尔·阿登、乔·柯布登 、卡斯·安瓦尔,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                            
                            
                        ",8.5,881755,40.5%,47.3%,11.5%,0.6%,0.1%
No.204,可可西里,陆川,陆川,多布杰、张垒、奇道、赵雪莹、马占林、赵一穗,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　尕玉（张磊 饰）本来是个警察，为了调查藏羚羊猎杀状况，他假扮记者身份，随考察团来到可可西里——那里气候寒冷、空气稀薄，含氧量极低。就在这个人类生存的“禁区”，尕玉目睹了一幕幕人性的贪婪以及人类与环境的狂暴冲突。首先是藏羚羊保护站的巡山队员被盗猎人枪杀，接下来他们见到了悲惨的一幕：盗猎者逃走，只留下众多只剩嶙峋白骨的藏羚羊。巡山队员在恶劣的环境中追捕凶手，最终只夺回了一部份的藏羚羊皮毛。一方面要与恶劣的自然环境抗争、另一方面还要与凶残的盗猎者周旋，巡山队员和尕玉面临着生死考验。
                        ",8.9,325096,53.9%,37.5%,7.9%,0.5%,0.2%
No.205,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,乔治·米勒,乔治·米勒、布伦丹·麦卡锡、尼克·拉图里,汤姆·哈迪、查理兹·塞隆、尼古拉斯·霍尔特、休·基斯-拜恩、乔什·赫尔曼、内森·琼斯、佐伊·克罗维兹、罗茜·汉丁顿-惠特莉、丽莉·吉欧、阿比·丽、考特尼·伊顿、安格斯·桑普森、理查德·卡特、梅根·盖尔、肖恩·哈普,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　未来世界，水资源短缺引发了连绵的战争。人们相互厮杀，争夺有限的资源，地球变成了血腥十足的杀戮死战场。面容恐怖的不死乔在戈壁山谷建立了难以撼动的强大武装王国，他手下的战郎驾驶装备尖端武器的战车四下抢掠，杀伐无度，甚至将自己的孩子打造成战争机器。在最近一次行动中，不死乔的得力战将弗瑞奥萨（查理兹·塞隆 Charlize Theron 饰）带着生育者们叛逃，这令不死乔恼羞成怒，发誓要追回生育者。经历了激烈的追逐战和摧毁力极强的沙尘暴，弗瑞奥萨和作为血主的麦克斯（汤姆·哈迪 Tom Hardy 饰）被迫上路，而身后不仅有不死乔的追兵，还有汽油镇、子弹农场的重兵追逐。
                                    
                                　　末世战争，全面爆发……
                        ",8.7,583811,49.8%,37.1%,11.3%,1.4%,0.5%
No.206,高山下的花环,谢晋,李存葆、李凖,吕晓禾、唐国强、何伟、童超、盖克、王玉梅、刘燕生、斯琴高娃、倪大红、何毅、石磊、贾雨岚、李丹军、管宗祥、李振平、胡宗琪、洪军,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　驻扎在四川广元的九连长梁三喜（吕晓禾 饰）为了从军政治部调来的指导员赵蒙生（唐国强 饰）推迟了探亲假，可出身高干家庭吃不了苦的蒙生打算只干几个月就走。1979年，赵母吴爽（刘燕生 饰）得知蒙生部队将要赴越作战，加紧督办调动之事。耿直的炮排长靳开来（何伟 饰）听说后火冒三丈，扬言要自费上北京告状。部队开赴云南边境，吴爽孤注一掷请求军长雷震（童超 饰）将蒙生调回后方……
                        ",9.5,123689,79.8%,16.7%,3.0%,0.3%,0.2%
No.207,城市之光 City Lights,查理·卓别林,查理·卓别林、Harry Clive、哈里·克罗克,查理·卓别林、弗吉尼亚·切瑞尔、佛罗伦斯·李、亨利·伯格曼、珍·哈露,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　他是一个流浪汉（查理·卓别林 Charles Chaplin 饰），身无分文，遇上了双目失明的卖花女，却不忍袖手旁观。他想尽办法去凑够费用，供卖花女治病。一天，他搭救了一个富翁，富翁当晚和他称兄道弟，第二天却翻脸不认人。本来打算向他求助的主意行不通了。流浪汉去参加拳击比 赛，以图获得奖金，却输得一败涂地。谁知这时重遇富翁，二人不计前嫌，富翁答应出钱资助卖花女。在交给流浪汉1000元后，富翁遭到偷袭，身上剩下的钱被强盗抢走。流浪汉奋不顾身去追赶，却因为误会被警察押回警局坐牢。另一方面，卖花女凭借流浪汉的资助重获光明，开了一家体面的花店。
                        ",9.3,159676,70.7%,25.0%,3.9%,0.3%,0.1%
No.208,海边的曼彻斯特 Manchester by the Sea,肯尼思·洛纳根,肯尼思·洛纳根,卡西·阿弗莱克、卢卡斯·赫奇斯、米歇尔·威廉姆斯、C·J·威尔逊、凯尔·钱德勒、卡拉·海沃德、格瑞辰·摩尔、泰特·多诺万、埃里卡·麦克德莫特、希瑟·伯恩斯、蜜西·雅格、斯蒂芬·亨德森、本·汉森、玛丽·梅伦、安东尼·埃斯特拉、苏珊·波尔法、罗伯特·塞拉、卡罗琳·皮克曼、约什·汉密尔顿、肖恩·菲茨吉本、肯尼思·洛纳根、安娜·巴瑞辛尼科夫、利亚姆·麦克尼尔、马修·布罗德里克、Kt·巴达萨罗、威廉·博恩凯塞尔、弗兰克·达戈斯蒂诺、托马斯·马里亚诺,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。
                                    
                                　　原来，曼彻斯特埋藏着李的一段绝望的回忆，他的过失使得三个孩子葬身火海，妻子兰迪（米歇尔·威廉姆斯 Michelle Williams 饰）亦因此而离开了他。此次重回故乡，李再度见到了已经再婚并且即将做妈妈的兰迪，与此同时，帕特里克那失踪已久的母亲艾丽斯（格瑞辰·摩尔 Gretchen Mol 饰）亦联系上了帕特里克，希望他能够成为她的新家庭中的一员。
                        ",8.6,601825,43.8%,43.4%,11.5%,1.0%,0.2%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.210,黑天鹅 Black Swan,达伦·阿伦诺夫斯基,安德雷斯·海因斯、马克·海曼、约翰·J·麦克劳克林,娜塔莉·波特曼、米拉·库尼斯、文森特·卡塞尔、芭芭拉·赫希、薇诺娜·瑞德、本杰明·米派德、克塞尼亚·索罗、克里斯汀娜·安娜波、詹妮特·蒙哥马利、塞巴斯蒂安·斯坦、托比·海明威、塞尔吉奥·托拉多、马克·马戈利斯、蒂娜·斯隆、亚伯拉罕·阿罗诺夫斯基、夏洛特·阿罗诺夫斯基、玛西娅·让·库尔茨、肖恩·奥哈根、克里斯托弗·加廷、黛博拉·奥夫纳、斯坦利·B·赫尔曼、库尔特·弗勒曼、帕特里克·赫辛格、莎拉·海伊,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                            
                            
                        ",8.6,814485,42.4%,45.1%,11.5%,0.8%,0.2%
No.211,芙蓉镇,谢晋,阿城、谢晋,刘晓庆、姜文、郑在石、张光北、徐松子、祝士彬、刘利年,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                            
                            
                        ",9.3,163953,68.8%,26.7%,4.0%,0.3%,0.2%
No.212,真爱至上 Love Actually,理查德·柯蒂斯,理查德·柯蒂斯,休·格兰特、连姆·尼森、科林·费尔斯、劳拉·琳妮、艾玛·汤普森、艾伦·瑞克曼、凯拉·奈特莉、托马斯·布罗迪-桑斯特、比尔·奈伊、玛汀·麦古基安、马丁·弗瑞曼、克里斯·马歇尔、罗德里戈·桑托罗、罗温·艾金森、比利·鲍伯·松顿、安德鲁·林肯、露西娅·莫尼斯、海克·玛卡琪,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　这是一出10个爱情故事串成的喜剧杂烩：
                                    
                                　　失去母亲的小男孩终日郁郁寡欢，继父不知该如何安慰。当他得知继子喜欢上学校里最美的女孩，便热烈地鼓励儿子去追。小男孩为了赢得小女孩的关注，废寝忘食地练习架子鼓，只为了在圣诞节的晚会上能与她同台演出。勇敢的他，甚至为了最后的一记道别潇 洒地突破机场的安检区。
                                    
                                　　两个孩子的母亲面对了婚姻危机。丈夫感情出轨，把项链送给了别的女人，给她的，则仅是一张她热爱的女歌手的CD。她找了借口仓皇躲入卧室，在歌声中隐忍啜泣。转个身，又夸张地大笑着，迎向娇女爱子欢喜的面容。 丈夫最终幡然醒悟。
                                    
                                　　……
                                    
                                　　如此的小故事共有十出，温暖你我的心。
                        ",8.5,771199,45.6%,38.1%,14.2%,1.6%,0.5%
No.213,爱乐之城 La La Land,达米恩·查泽雷,达米恩·查泽雷,瑞恩·高斯林、艾玛·斯通、约翰·传奇、罗丝玛丽·德薇特、芬·维特洛克、杰西卡·罗德、水野索诺娅、考莉·埃尔南德斯、J·K·西蒙斯、汤姆·艾弗瑞特·斯科特、米根·费伊、达蒙·冈普顿、贾森·福克斯、乔什·平茨、艾米·科恩、特里·沃尔特斯、汤姆·谢尔顿、信达·亚当斯、克劳丁·克劳迪奥、D·A·瓦拉赫、特雷弗·里斯奥尔、奥莉维亚·汉密尔顿、安娜·查泽雷、马里乌斯·代·弗里斯、妮科尔·库隆、迈尔斯·安德森、约翰·辛德曼、瓦拉里·雷·米勒、基夫·范登·霍伊维尔、佐伊·霍尔、登普西·帕皮恩、辛德拉·车,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　米娅（艾玛·斯通 Emma Stone 饰）渴望成为一名演员，但至今她仍旧只是片场咖啡厅里的一名平凡的咖啡师，尽管不停的参加着大大小小的试镜，但米娅收获的只有失败。某日，在一场派对之中，米娅邂逅了名为塞巴斯汀（瑞恩·高斯林 Ryan Gosling 饰）的男子，起初两人之间产生了小小的矛盾，但很快，米娅便被塞巴斯汀身上闪耀的才华以及他对爵士乐的纯粹追求所吸引，最终两人走到了一起。
                                    
                                　　在塞巴斯汀的鼓励下，米娅辞掉了咖啡厅的工作，专心为自己写起了剧本，与此同时，塞巴斯汀为了获得一份稳定的收入，加入了一支流行爵士乐队，开始演奏自己并不喜欢的现代爵士乐，没想到一炮而红。随着时间的推移，努力追求梦想的两人，彼此之间的距离却越来越远，在理想和感情之间，他们必须做出选择。
                        ",8.4,1018636,43.5%,37.8%,15.8%,2.2%,0.6%
No.214,青蛇,徐克,李碧华、徐克,张曼玉、王祖贤、赵文卓、吴兴国、马精武、田丰、刘洵,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　南宋是一个人妖难分的时期，法海和尚（赵文卓 饰）到处收服妖精，也扰乱了在西湖底修炼的白青二蛇。青（张曼玉 饰）曾获白（王祖贤 饰）相救，二者便以姐妹相称。姐妹俩受惑佯装成人生活在民间，白更嫁于老实书生许仙，青也同时看上了许仙，便常常以媚态勾引许仙，无奈许仙只深爱白一个。白开设了药店，以为可以自此过上安定的生活，可许仙却受不了青的百般挑逗，更发现了青白二蛇的真实身份，可他却不舍得离开家中的天姿国色。法海得知了青白二蛇的下落，更抓走了许仙。原来白为了爱情放弃修成正果，更怀有了身孕。为了救回丈夫，二蛇与法海展开了搏斗……
                        ",8.6,559584,45.4%,42.2%,11.5%,0.7%,0.2%
No.215,雨人 Rain Man,巴瑞·莱文森,罗纳德·巴斯、巴里·莫罗,达斯汀·霍夫曼、汤姆·克鲁斯、瓦莱丽亚·戈利诺、邦妮·亨特、贝丝·格兰特、杰克·霍夫曼、克里斯·马尔基、杰拉尔德·R·莫伦、卢辛达·珍妮、拉尔夫·塞莫、迈克尔·D·罗伯茨、罗伊斯·D.阿普勒加特、路易莎·莱斯金,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　查理（汤姆·克鲁斯 Tom Cruise 饰）父亲去世，留下了300万美元的遗产。然而令他意外的是，遗产全部给了一个他不认识的哥哥雷蒙（达斯汀·霍夫曼 Dustin Hoffman 饰）。雷蒙的名字查理从没听过，这个事件让他气愤不已。他决定前去寻找哥哥。谁知雷蒙的住处就在一个精神病院里，原来他自幼患有自闭症，母亲去世后就被送到精神病院治疗。查理心中有了算计，他把雷蒙带出精神病院，企图骗他出让遗产。
                                    
                                　　雷蒙的生活习惯奇异，活在自己的幻想世界里，有很多离奇古怪的行为。并且，查理在共处中发现了雷蒙惊人的记忆能力，他试着利用哥哥过目不忘的本领去赌场上试一下身手，赢得了一大笔奖金，使查理足以摆脱穷困生活。而令查理收获更大的是，他还获得了慢慢升温的亲情，这种手足情远远胜过了他原先图谋的300万的遗产。
                        ",8.7,425112,47.2%,43.2%,9.0%,0.5%,0.1%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.217,终结者2：审判日 Terminator 2: Judgment Day,詹姆斯·卡梅隆,詹姆斯·卡梅隆、小威廉·威谢尔,阿诺·施瓦辛格、琳达·汉密尔顿、爱德华·福隆、罗伯特·帕特里克、阿尔·伯恩、乔·莫顿、埃帕莎·默克森、卡斯图罗·格雷拉、丹尼·库克塞、詹妮特·戈德斯坦恩、山德·贝克利、莱思莉·汉密尔顿·格伦、彼得·舒鲁姆、唐·雷克、吉姆·帕尔默、格温达·迪肯、科林·帕特里克·林奇、妮基·考克斯、德沃恩·尼克森、阿卜杜勒·萨拉姆·埃尔·拉扎克、迈克·马斯喀特、迪恩·诺里斯、查尔斯·A·坦伯罗、丹尼·皮尔斯、马克·克里斯托弗·劳伦斯、林凡 、乔尔·克莱默、斯科特·肖、史文-欧尔·托尔森、小威廉·威谢尔、Ken Gibbel、Robert Winley、Michael Edwards、Don Stanton、Dan Stanton、Lisa Brinegar、Dalton Abbott、Bret A. Arnold、Martin Deluca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　上一部中，超级电脑“天网”阻止人类抵抗领袖约翰·康纳诞生的行动失败，时隔13年后，在“审判日”到来之前，“天网”派出了更加先进的生化机器人T-1000（罗伯特·帕特里克 饰）从公元2029年回到洛杉矶追杀已经长大的约翰，与此同时，约翰也派出了机器人T-800（阿诺· 施瓦辛格 饰）回去保护年幼的自己。
                                    
                                　　此时，萨拉·康纳（琳达·汉密尔顿 饰）因为怪异的言行而住进了精神疗养院，约翰则和养父母住在一起，行为叛逆。T-800找到他们，在逃避T-1000追杀过程中，获得了二人的信任。
                                    
                                　　为了改变未来的历史，挽救人类的命运，萨拉、约翰和T-800 Model 101找到了“天网”之父，迈尔斯·戴森（乔·莫顿 饰），说服他销毁一切有关“天网”的资料，此时，警察和T-1000同时赶来，他们陷入了多方争斗中。
                        ",8.8,362589,51.0%,38.7%,9.7%,0.4%,0.1%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.219,人工智能 A.I. Artificial Intelligence,史蒂文·斯皮尔伯格,布莱恩·奥尔迪斯、伊恩·沃森、史蒂文·斯皮尔伯格,海利·乔·奥斯蒙、弗兰西丝·奥康纳、山姆·洛巴兹、杰克·托马斯、裘德·洛、威廉·赫特、梁振邦、克拉克·格雷格、凯文·苏斯曼、汤姆·加洛普、尤金·奥斯门特、艾普尔·格雷斯、马特·温斯顿、萨布丽娜·格德维奇、西奥·格林利,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　21世纪中期，由于温室效应，南北极冰川融化，地球上很多城市被淹没。此时，人类科技已经高度发达，人工智能机器人就是人类发明出来用以应对恶劣自然环境的科技手段之一，而且，机器人制造技术已经高度发达，先进的机器人不但拥有可以乱真的人类外表，还能感知自身的存在。
                                    
                                　　莫妮卡的儿子马丁重病住院，生命危在旦夕，为了缓解伤痛的心情，她领养了机器人小孩大卫（海利•乔•奥斯蒙特 饰），大卫的生存使命就是爱她。马丁苏醒，恢复健康，回到了家里，一系列的事情使大卫“失宠”，最后被莫妮卡抛弃。
                                    
                                　　在躲过机器屠宰场的残酷追杀后，大卫在机器情人乔（裘德•洛 饰）的帮助下，开始寻找自己的生存价值：渴望变成真正的小孩，重新回到莫妮卡妈妈的身边。谁也不知道他能否完成自己的心愿，脱胎换骨成为真正的人，等待他们的只是凶吉难料的旅程……
                        ",8.7,475514,48.8%,38.4%,11.4%,1.1%,0.3%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.222,恋恋笔记本 The Notebook,尼克·卡萨维蒂,扬·萨尔迪、杰里米·莱文、尼古拉斯·斯帕克斯,瑞恩·高斯林、瑞秋·麦克亚当斯、吉娜·罗兰兹、詹姆斯·加纳、斯塔尔勒塔·杜波利斯、凯文·康诺利、希瑟·沃奎斯特、杰弗里·奈特、琼·艾伦、詹姆斯·麦斯登,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　一个浸润着鲜红与纯白的爱情故事，写在一本洒满昏黄的笔记本上，被一位老先生(詹姆斯·加纳 饰)，一遍一遍的讲述。老太太(吉娜·罗兰兹 饰)总是静静的听着，好奇的追问结果。在一家疗养院，这样不变的场景每天都会上演。
                                    
                                　　笔记本上，秀美的字迹，记载着发生在那个夏天的爱情。艾莉(瑞秋·麦克亚当斯 饰)是富有人家的千金，她随家人来到小镇避暑。在一个充满梦幻的游乐场，邂逅了诺亚(瑞恩·高斯林 饰)。诺亚没有钱，却活的很快乐。艾莉在他那学会了自由，得到了欢笑，两人很快热恋起来。然而在艾莉父母的阻挠下，相爱的两个人，就被分开在夏天结束的那一刻。随着诺亚的365封信被偷偷藏起，艾莉在7年后终于放弃了等待。就在她要步入教堂的前一天，突然在报纸上看到了诺亚曾许诺给自己建造的白色房子。一切记忆，全部苏醒……
                                    
                                　　也许，应该苏醒的，不是故事中的，而是听故事的人。
                        ",8.5,713935,44.4%,40.1%,13.7%,1.4%,0.4%
No.223,新龙门客栈 新龍門客棧,李惠民,徐克、张炭、何冀平,张曼玉、林青霞、梁家辉、甄子丹、熊欣欣、刘洵、任世官、吴启华、袁祥仁、徐锦江、郑希怡、王彤川、王伟顺、蔡浩,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　宦官专权的明朝中叶，东厂曹少钦（甄子丹）假造圣旨杀害了忠良杨宇轩，并想斩草除根杀死其后代。侠女邱莫言（林青霞）、江湖义士贺虎等人冒死救出忠良后代后，逃至边关沙漠里的龙门客栈，与杨宇轩部下周淮安（梁家辉）会合。龙门客栈实则黑店，老板娘金镶玉（张曼玉）利用乱世，以美貌和风骚 作诱饵杀人越货聚敛钱财，但她却为英俊潇洒的周淮安动了真心。为了摸清潜藏于龙门客栈中的出关暗道，周淮安将计就计，答应与金镶玉成亲。
                                    
                                　　洞房花烛夜，楼上的周淮安与金镶玉各怀心事暗中较劲，楼下的邱莫言、贺虎等人也与东厂一众“走狗”展开了明争暗斗，战事一触即发。
                        ",8.7,475274,45.6%,43.7%,10.0%,0.6%,0.1%
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0
No.225,崖上的波妞 崖の上のポニョ,宫崎骏,宫崎骏,神月柚莉爱、土井洋辉、山口智子、长岛一茂、天海祐希、所乔治、柊瑠美、矢野显子、吉行和子、奈良冈朋子、左时枝、羽鸟慎一、平冈映美、大桥望美,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"
                                　　5岁的宗介生长在海边小城，他的家就在临海的悬崖上。一天，宗介捡到了一个被海浪冲上岸的废玻璃瓶，里面有条受困的小金鱼。小金鱼名叫波尼，她是人鱼女王的女儿，偷偷驾着水母溜出来玩的时候撞进了瓶子里。宗介把波尼带回了自己家，养在塑料盆里。波尼在宗介家过得很愉快，她很喜欢宗介，宗介也喜欢她。然而，快乐的日子很快就过去了，波尼的爸爸藤本把女儿带回了海底。藤本原是一个魔法师，后来和人鱼女王相爱成了海底的住人。
                                    
                                　　波尼回家后，十分思念宗介，她做出了一个大胆的决定——她要变成人，和宗介在一起。在妹妹们的帮助下，波尼偷出了父亲的法宝，向人类世界游去。不料，蕴含着危险魔力的生命之水失控了。于是，海水暴涨，暴风狂作，妹妹们变成了可怕的巨型鱼，海浪向宗介一家所在的悬崖扑去……
                                    
                                　　海边小城被淹没了，波尼没想到自己的美好愿望竟然招来了这样的大祸。她能挽救宗介么？
                        ",8.6,538131,45.7%,41.3%,12.0%,0.8%,0.2%
